Nro. IMNC,Nombre Insp.,Taller Insp.,Taller IMNC,Sec. Costo,Causa,Estado,Fecha IMNC,Fecha Disp.,Disposición,Fec.Cierre,Fec. Comp. Tareas,Prog OTG,SA IMNC,Cliente,Contrato,OTG Origen,OTP Origen,Agrupador OTP Origen,Operación,Desc. Operación,Taller de la Ope.,Doc. Cliente,Cod.Prov.,Proveedor,Nro. Parte,Nro. Serie,Desc.,Desc. Discrepancia.,Cód. Novedad,OTG Resolución,OTP Resolución,Agrupadora Resolución,Taller Ope ó Taller IMNC,Tecnologia Taller,Matricula / N° Plano
60219,Camus,3758,3870,,,Cerrado,10/12/2024,10/12/2024,,12/12/2024,12/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753240,390920.0,50,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57810-408 PI       SEGUN OP 50 DEL IPT

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................",0.0,,,Goku,390-57810-408,20-20,SPOILER 6 DERECHO,"Característica 7 de PI 390-57810-408 REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41933820.0,757008.0,60219.0,3870,ARMADO,20 - 20
60220,Kraken Isaak,9451,9001,,,Cerrado en Disposición,10/12/2024,11/12/2024,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300017,0.0,0,,,,,Goku,MIL-PRF-85285TI (GRIS 14052),,PINTURA POLIURETANICA GRIS,"Log. Se recibe un KIT con perdida, el mismo se informo via mail con las fotos correspondientes.",LOG-002,,,,9001,,0 - 0
60221,Shun,3748,3748,743.0,M. de Obra Taller,Cerrado,10/12/2024,11/12/2024,,12/12/2024,12/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750773,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-47301-001,19-19,"ANCLAJE , TRAVESANO, PTA CARGA, AL","Al realizar el borrado de marcas y eliminar clamps se elimino para del cuerpo de la pieza.
Discrepancias para las 3 piezas.",GYD-007,41932805.0,757212.0,60221.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60222,Camus,3758,3870,,,Cerrado,10/12/2024,10/12/2024,,12/12/2024,12/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,752896,82020.0,215,"
INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-57412-403_MF.                                      
REGISTRAR EQUIPO UTILIZADO: .......................................                                                                                                                                                           


",9320.0,,,Goku,390-57412-403_MF,20-20,PANEL DE SPOILER 2 IZQ,"Característica 3 de PI 390-57412-403_MF REV A se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41932903.0,757052.0,60222.0,9320,CONTROL DE CALIDAD,20 - 20
60223,Shaka,3758,203,,,Cerrado,10/12/2024,11/12/2024,,11/12/2024,11/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,752894,82020.0,215,INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-57312-403_MF.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-57312-403_MF,20-20,PANEL DE SPOILER,"La referencia 3 (tolerancia de forma de superficie extradós)  del PI 390-57312-403_MF REV. A, se encuentra fuera de tolerancia.",GYD-015,41932903.0,757019.0,60223.0,9320,CONTROL DE CALIDAD,20 - 20
60224,Seiya,3768,416,,,Cerrado,10/12/2024,11/12/2024,,22/12/2024,22/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,755288,0.0,30,"REALIZAR ANODIZADO CRÓMICO CLASE 1 (SIN SELLADO) CON CICLO EMBRAER S/NE 40-030 ( NPF/PRE/002, IOP/PRE/0056 E IOP/PRE/0221) 
REGISTRAR: 
FECHA Y HORA DE FINALIZACIÓN DEL PROCESO:

NOTA: APLICAR LA CORRIENTE DENTRO DE LOS 2 MIN DEL INGRESO DE LAS PIEZAS A LA SOLUCION Y SACARLAS DENTRO DE LOS 2 MIN DE FINALIZADO EL CICLO 
",416.0,,,Goku,390-15910-401_MF,22-24,"SOPORTE, ARNES","Se observa que las piezas presentan manchas compatibles con corrocion, después del tratamiento de anodizado crómico.",PAM-002,41932804.0,757246.0,60224.0,416,PROCESO QUIMÍCO,22 - 24
60225,Hyoga,3748,3748,,,Cerrado en Disposición,11/12/2024,11/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752833,0.0,125,"INSTALAR ROTULAS MS14101-8P SEGUN IPT-PAM-0022.

REGISTRAR NCOT DE PREPARACION DEL SELLANTE NPF-PIN-031-1 = ______________ 

TORQUE SIN CARGA PREVIO AL MONTAJE ( 0.028 - 0.04 Nm ) = ______________ Nm

CARGA DE INSTALACION ( NOMINAL 9.6 - MAXIMO 10.6 Tn ) = ______________ Tn

TORQUE SIN CARGA POSTERIOR AL MONTAJE ( 0.028 - 1.808 Nm ) = ______________ Nm

",308.0,,,Goku,390-57514-406_MF,N/S,"CHARNELA CENTRAL, DER-SPOILER 3","El torque previo y posterior al montaje de las rotulas registrados en el IT están fuera de tolerancia, Posterior al montaje tienen un torque de 0.01Nm.
El BUJE PE64046H9-016-047C fue retrabajado eliminando el cadmio en la cara exterior de la pestaña.",ADE-012,,,,308,MECANICA CONVENCIONAL,20 - 20
60226,Kraken Isaak,9451,9001,,,Cerrado en Disposición,11/12/2024,08/01/2025,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300017,0.0,0,,,,,Goku,QZ 5111,,AGENTE SEPARADOR,"LOG - Se reciben 10 latas con distintos grados de abolladuras, sin perdida de contenido. Fotografias via mail.",LOG-002,,,,9001,,0 - 0
60227,Hyoga,3748,3748,975.0,Métodos,Cerrado,11/12/2024,13/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932804,754400,59753.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",310.0,PT 2019/419361,,Goku,390-47614-401_MF,N/S,"ANCLAJE, ACOPLAMIENTO,PTA CARGA,AL","Los espesores de pared de 3(±0.3) se encuentran bajo medida en 2.52 mm en una de las paredes laterales y sobre medida 3.50 mm en la otra.
Idem para espesores de 4.9(±0.4) una tiene 4.44 y la otra 5.28 mm
Presenta entrada de herramienta aledaña al radio de 3 mm interno sobre pared con mayor espesor y en piso.",GYD-007,41932804.0,757571.0,60227.0,310,CONTROL NUMÉRICO,18 - 18
60228,Hyoga,3748,3748,,,Cerrado,11/12/2024,13/12/2024,,17/12/2024,17/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,748025,0.0,30,"INSPECCIONAR POR LIQUIDOS PENETRANTES SEGUN NPF/END/003 E IOP-END-0001. ENSAYO NRO = ______________
",6214.0,,,Goku,390-04119-001_MF1,N/S,"REFUERZO,CARENA MOVIL 4,FLAP-IZQ","La pieza presenta marcación efectuada con herramienta de corte sobre una de las caras, Ver Ensayo END-3263-24.",PAM-003,41932804.0,757417.0,60228.0,6214,ENSAYO NO DESTRUCTIVO,23 - 23
60229,Shaka,3758,203,,,Vigente c/OTP,11/12/2024,12/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,754074,72020.0,70,INSPECCIONAR  CON INSTRUMENTO 3D SEGUN NPF/GCAL/013. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44539-406_MF                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-44539-406_MF,20-20,RECUBRIMIENTO LATERAL DERECHO,"Las referencias 8, 9, 10, 12, 15 y 17 del PI 390-44539-406_MF REV A, se encuentran fuera de tolerancia.",GYD-015,41932903.0,757344.0,60229.0,9320,CONTROL DE CALIDAD,20 - 20
60230,Shiryu,3758,3748,,,Cerrado,12/12/2024,12/12/2024,,15/12/2024,15/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754705,0.0,45,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,,,Goku,390-44564-406_MF,20-20,"SOPORTE,SENUELOS,DER, CONO DE COLA",De acuerdo a plan de insp. 390-44564-406_MF REV A las ref 10-11 se encuentran fuera de tolerancia. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-44564-406_MF\\390-44564-406_MF_OTP754705,AGU-009,41932804.0,757345.0,60230.0,9320,CONTROL DE CALIDAD,20 - 20
60231,Shion,9317,2807,,,Vigente c/disposición de CRP/CRM,12/12/2024,12/12/2024,,,,Marder III,Sturmgeschütz III,Isla de la Reina Muerte,Sturmgeschütz III,59995206,222201,,0,,,,,Goku,S4-3300370,007B,ACTUADOR PUERTA TREN ATERRIZAJE,PROLONGADO ESTACIONAMIENTO LUEGO DEL ENSAYO FUNCIONAL,MAN-004,,,,2807,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),
60232,Shion,9317,2807,,,Vigente c/disposición de CRP/CRM,12/12/2024,12/12/2024,,,,Marder III,Sturmgeschütz III,Isla de la Reina Muerte,Sturmgeschütz III,59995206,222202,,0,,,,,Goku,S4-3300370,0011B,ACTUADOR PUERTA TREN ATERRIZAJE,PROLONGADO ESTACIONAMIENTO LUEGO DEL ENSAYO FUNCIONAL,MAN-004,,,,2807,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),
60233,Shiryu,3758,3748,975.0,Métodos,Cerrado en Disposición,12/12/2024,13/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754123,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,391-58670-401_MF,20-20,"BISAGRA,TRASERA,IZQ-NLG,AL",De acuerdo a plan de insp. 391-58670-401_MF REV A las ref. 11-14 se encuentran fuera de tolerancia. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\391-58670-401_MF\\391-58670-401_MF_OTP754123,AGU-009,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 20
60234,Kraken Isaak,9451,9001,,,Datos básicos,12/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,PIA-C-7515-TYPE III-(17925),,CORDON DE NYLON SIN ALMA BLANCO,"CAL, El cambio de configuración impide la aceptación o conformidad por parte  del Laboratorio de Ensayos con respecto a norma. LIM 261486.",LOG-001,,,,9001,,0 - 0
60235,Minos,9317,3141,,,Vigente c/disposición de CRP/CRM,12/12/2024,12/12/2024,,,,Marder III,Sturmgeschütz III,Jamir,Marder III,56115206,610620,0.0,0,,,PT 2014/608,,Goku,2266-0000-000,2010LMAASA 01,"""PROVISORIA"" INSPECCION - ESTRUCT. TREN PPAL. DER.",Ingresa tren principal derecho P/N: 2266-0000-000 S/N: 2010LMAASA 01 sin registro de trabajos realizados.,CYD-006,,,,3141,,0 - 0
60236,Camus,3758,3870,,,Cerrado,12/12/2024,06/01/2025,,06/01/2025,06/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753711,72020.0,65,"INSPECCIONAR CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44552-403_MF.
REGISTRAR: EQUIPO UTILIZADO.................................................................
",9320.0,,,Goku,390-44552-403_MF,20-20,CARENADO,"Características 4-5-6-8 de PI 390-44552-403_MF REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,,,,9320,CONTROL DE CALIDAD,20 - 20
60237,Shiryu,3758,3748,975.0,Métodos,Cerrado en Disposición,12/12/2024,16/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,755285,0.0,25,ENMASCARAR ZONA DE  CONTACTO A MASA S/ IOP/PRE/0255 E IPT/PRE/0139.,416.0,,,Goku,390-15776-403_MF,21-26,"SOPORTE, ARNES-DEL, AL",De acuerdo a pln de insp. 390-15776-403_MF REV / la ref. 5 se encuentra fuera de tolerancia en las piezas 1-3-5. Ver informes adjuntos en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-15776-403_MF\\390-15776-403_MF-OTP755285,GYD-015,,,,416,PROCESO QUIMÍCO,21 - 26
60238,Shaka,3758,210,975.0,Métodos,Cerrado,12/12/2024,17/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754119,0.0,45,"INSPECCIONAR SEGUN PLAN DE INSPECCION.
",9320.0,,,Goku,390-44540-403_MF,20-20,"CUADERNA 32, IZQ, CONO DE COLA, AL","Las referencias 8, 10 y 11, del PI 390-44540-403_MF REV. B, se encuentran fuera de tolerancia.",AGU-009,,,,9320,CONTROL DE CALIDAD,20 - 20
60239,Aioros,3788,411,731.0,Materiales,Cerrado,12/12/2024,13/12/2024,,13/12/2024,13/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753235,390920.0,0,,,,,Goku,390-57310-410,20-20,SPOILER 1 DERECHO,"HINGE CENTRAL,LH-SPOILER1, AL 390-57321-403 mal identificada ( no se puede instalar en utillaje de armado de spoiler 1 izq pero si cumple para ser posicionado en spoiler 1 derecho",PIN-004,,,,411,PINTURA DE PARTES,20 - 20
60240,Aioros,3788,411,731.0,Materiales,Cerrado,12/12/2024,13/12/2024,,13/12/2024,13/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753235,390920.0,0,,,,,Goku,390-57310-410,20-20,SPOILER 1 DERECHO,"HINGE CENTRAL,RH-SPOILER1, AL 390-57321-404 mal identificada ( no se puede instalar en utillaje de armado de spoiler 1 der pero si cumple para ser posicionado en spoiler 1 izq)",PIN-004,,,,411,PINTURA DE PARTES,20 - 20
60241,Seiya,3768,413,,,Cerrado,12/12/2024,16/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,746028,10.0,75,"REALIZAR PROCESO DE SHOT PEENING A LA PIEZA (LADO 2) Y VERIFICACION FINAL CON PROBETA ALMEN S/NE40-072 (NPF/PAM/027, IOP/PRE/0284, IOP/PRE/0285).                                                                                                                                                                                                                         GRANALLA: CW-32                                                                                                                                                                                                                                                            INTENSIDAD ALMEN:  0.006A - 0.010A                                                                                                                                                                                                                                              RECETA: KC390-0014",416.0,,,Goku,390-47771-409_MF,17-17,"MONTANTE,TOPE,RAMPA, PTA CARGA,AL","Se observa en C/U 1 pieza,  un sector de 35 x35 mm aprox, una rugosidad de 8.95 Ra, esta rugosidad esta por encima de los valores requeridos en el IT que es como máximo 6.8 Ra.",PAM-011,41932804.0,757507.0,60241.0,416,PROCESO QUIMÍCO,17 - 17
60242,Seiya,3768,416,,,Cerrado,12/12/2024,16/12/2024,,18/12/2024,18/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752839,0.0,70,"REALIZAR PROCESO DE SHOT PEENING A LA PIEZA (LADO 2) Y VERIFICACION FINAL CON PROBETA ALMEN S/NE40-072 (NPF/PAM/027, IOP/PRE/0284, IOP/PRE/0285).                                                                                                                                                                                                                         GRANALLA: CW-32                                                                                                                                                                                                                                                            INTENSIDAD ALMEN:  0.006A - 0.010A                                                                                                                                                                                                                                              RECETA: 
KC390-0017 LADO 1
KC390-0018 LADO 2",416.0,,,Goku,390-57314-406_MF,19-19,"CHARNELA CENTRAL, DER-SPOILER 1","Se observa en un sector de la pieza de 35 x35 mm aprox, una rugosidad de 9.25 Ra, esta rugosidad esta por encima de los valores requeridos en el IT que es como máximo 6.8 Ra.",PAM-011,41932805.0,757508.0,60242.0,416,PROCESO QUIMÍCO,19 - 19
60243,Shaka,3758,203,,,Cerrado,12/12/2024,20/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753698,72020.0,70,INSPECCIONAR  CON INSTRUMENTO 3D S. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44539-405_MF                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-44539-405_MF,20-20,RECUBRIMIENTO LATERAL IZQUIERDO,"Las referencias 5, 8, 9,10, 12, 13, 15 y 17, del PI 390-44539-405_MF REV A, se encuentran fuera de tolerancia.",AGU-009,,,,9320,CONTROL DE CALIDAD,20 - 20
60244,Shaka,3758,203,,,Cerrado,12/12/2024,13/12/2024,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753706,72020.0,65,INSPECCIONAR  CON INSTRUMENTO 3D. UTILIZAR PROGRAMA DE INSPECCIÓN 3D Y PI 390-44538-403.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-44538-403_MF,20-20,RECUBRIMIENTO,"La referencia 6 del PI 390-44538-403_MF REV/, se encuentra fuera de tolerancia.",AGU-009,41932903.0,757424.0,60244.0,9320,CONTROL DE CALIDAD,20 - 20
60245,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,T22AB5,S/D,AMORTIGUADOR,Se reclama certificado de fabricante (HUTCHINSON),LOG-010,,,,9001,,0 - 0
60246,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,T22AB2,S/D,AMORTIGUADOR,"Se solicita T22AB5 y envían T22AB2.
Además, se reclama certificado de fabricante (BARRY CONTROLS)",LOG-001,,,,9001,,0 - 0
60247,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,AM003-10,S/D,AMORTIGUADOR,Se reclama certificado de fabricante (LORD CORPORATION),LOG-010,,,,9001,,0 - 0
60248,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,MS21437E231,S/D,INTERRUPTOR,Se reclama certificado de fabricante (SAFRAN),LOG-010,,,,9001,,0 - 0
60249,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,MS3475W20-41SW,S/D,CONECTOR,"La OC pide MS3126E20-41SW y recibimos MS3475W20-41SW.
Además, se reclama certificado de fabricante (TE CONNECTIVITY)",LOG-001,,,,9001,,0 - 0
60250,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,MS3475W20-41SX,S/D,CONECTOR,"La OC solicita MS3126E20-41SX y recibimos MS3475W20-41SX.
Además, se reclama certificado de fabricante (AERO ELECTRIC)",LOG-001,,,,9001,,0 - 0
60251,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,MS3470W22-55S,S/D,CONECTOR,Se solicita certificado de fabricante (MATRIX),LOG-010,,,,9001,,0 - 0
60252,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,M39012/20-0101,S/D,CONECTOR,Se solicita certificado de fabricante (DELTA ELECTRONICS).,LOG-010,,,,9001,,0 - 0
60253,Afrodita,3738,203,,,Anulado,13/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,754074,72020.0,0,,,,,Goku,390-44539-406_MF,20-20,RECUBRIMIENTO LATERAL DERECHO,"La pieza RECUBRIMIENTO LATERAL DERECHO 390-44539-406_MF presenta: A- Durante la inspeccion por US se delimito una zona caracterizada como porosidad, ver END 262512. B- Se observa una chapa de metalizacion desplazada con respecto a c/u 2 perforaciones. C- En lado interno se observa desplazada la tira de fibra de vidrio con respecto a c/u 3 perforaciones.",COM-029,,,,203,MATERIAL COMPUESTO,20 - 20
60254,Afrodita,3738,203,,,Cerrado,13/12/2024,13/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,754074,72020.0,0,,,,,Goku,390-44539-406_MF,20-20,RECUBRIMIENTO LATERAL DERECHO,"La pieza RECUBRIMIENTO LATERAL DERECHO 390-44539-406_MF presenta: A- Durante la inspeccion por US se delimito una zona caracterizada como porosidad, ver END 262512. B- Se observa una chapa de metalizacion desplazada con respecto a c/u 2 perforaciones. C- En lado interno se observa desplazada la tira de fibra de vidrio con respecto a c/u 3 perforaciones.",COM-029,41932903.0,757425.0,60254.0,203,MATERIAL COMPUESTO,20 - 20
60255,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,G9091-13NF,S/D,ADAPTADOR,Se solicita certificado de fabricante (AMPHENOL),LOG-010,,,,9001,,0 - 0
60256,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,G9091-21NF,S/D,ADAPTADOR,Se solicita certificado de fabricante (AMPHENOL),LOG-010,,,,9001,,0 - 0
60257,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,G9091-25NF,S/D,ADAPTADOR,Se solicita certificado de fabricante (AMPHENOL),LOG-010,,,,9001,,0 - 0
60258,Afrodita,3738,203,,,Cerrado,13/12/2024,13/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753698,72020.0,0,,,,,Goku,390-44539-405_MF,20-20,RECUBRIMIENTO LATERAL IZQUIERDO,"La pieza RECUBRIMIENTO LATERAL IZQUIERDO 390-44539-405_MF presenta: A- Se realizo inspección por US y se delimito una zona caracterizada como porosidad, ver informe END 262527. B- En lado interno se observa una zona con aplastamiento del honeycomb flexible.",COM-029,41932903.0,757426.0,60258.0,203,MATERIAL COMPUESTO,20 - 20
60259,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,222K142-25,S/D,BOTA TERMOCONTRAIBLE,Se solicita certificado de fabricante (TE CONNECTIVITY),LOG-010,,,,9001,,0 - 0
60260,Poseidon,9451,9001,,,Datos básicos,13/12/2024,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300019,0.0,0,,,,,Goku,443HD007NF2308,S/D,PRENSA CABLE,Se solicita certificado de fabricante (GLENAIR),LOG-010,,,,9001,,0 - 0
60261,Kanon,3768,411,,,Anulado,13/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754417,390820.0,50,"APLICACIÓN DE LA PINTURA POLIURETÁNICA GRIS SEMI-BRILLANTE PN: 656-58-6293/X-503-(26293) (POS. 3) SEGÚN NE 40-274 (NPF/PIN/027).
                                                                                            NOTA 1: FILTRAR LA PINTURA ANTES DE SU APLICACIÓN. 	
NOTA 2: APLICAR SEGÚN IOP/PIN/0003.
NOTA 3: EL TIEMPO MÁXIMO PARA EVITAR LA REACTIVACIÓN DE LA SUPERFICIE ES DE 24 HORAS.          NOTA 4: ACOMPAÑAR TODAS LAS ETAPAS PROCESALES CON UNA PROBETA DE ALUMINIO 2024 T3 PARA REALIZAR LA MEDICIÓN DE ESPESOR. LAS PROBETAS CONFECCIONADAS DURANTE EL PROCESO DE PINTURA, DEBEN UBICARSE EN UNA ZONA REPRESENTATIVA DEL MISMO. IDENTIFICAR LAS PROBETAS CON NRO. DE NCOT Y PN DE LA PIEZA. VER IOP-PIN-0016.                                                                                    	
- PRESIÓN DE ATOMIZACIÓN (20-50 PSI)
- ESPESOR (50 A 75 µm)	                                                    
- TIEMPO ENTRE MANOS: 15-30MIN			
- SECADO: 8 HORAS A 25 ± 2 °C Y 55 ± 5 % HR, ASEGURARSE UN ADECUADO FLUJO DE AIRE ALREDEDOR DE LA PIEZA DENTRO DE LA CABINA DE SECADO.                                                                                    - SECADO ACELERADO: DEJAR LA MEZCLA UN TIEMPO DE INDUCCIÓN DE 30 MINUTOS. APLICAR PINTURA EN LA PIEZA S/LAS CONDICIONES DESCRIPTAS Y LUEGO SECAR 1 HORA A 24 °C Y POSTERIORMENTE 2 HORAS A 49 °C.            

COMPLETAR FORMULARIO IOP-PIN-0020-1                               
 SI LAS CONDICIONES DE SECADO NO SE PUEDEN CUMPLIR, NO REALIZAR LA OPERACIÓN. COMUNICAR LA NOVEDAD AL JEFE DEL ÁREA OPERATIVA Y A ING. DE PROCESOS.

",411.0,,,Goku,390-04164-403-903,20-20,CONJ. PINTADO CARENADO FLAP MOVIL 2,"Se observan sobre el conjunto ya pintado en OP 50 las siguientes observaciones :
1-  falta identificaciones OP 20 y 25 .
2-  Falta de pintura ( pintura saltada en proceso de  desenmmacarado ) en todo el contorno trasero del conjunto una zona de aprox. 5 mm de ancho por 1500 mm de largo . NOVEDAD MUY VISIBLE .
3-  Falta de pintura en 4 remaches en interior .
4- En una zona tapa central se filtro pintura sobre el plano del sellante , en el resto de las tapas hay pintura en los cantos de los sellantes . No apto según IPT -PIN -0507 pagina 11 .
5- Muy leves marcas en 2 remaches del lado pintado gris .
NOTA .    VER OBSERVACIONES INDICADOS EN EL CONJUNTO YA PINTADO .",PIN-006,,,,411,PINTURA DE PARTES,20 - 20
